any,geo,municipis,nivell de formació assolit,sexe,concepte,estat,valor,Codes,Names,valor en %
2020,082418,Sant Sadurní d'Osormort,educació superior,total,població de 25 a 64 anys,,20,34090808241,Sant Sadurní d'Osormort,40.0
2020,080983,Sant Salvador de Guardiola,educació superior,total,població de 25 a 64 anys,,670,34090808098,Sant Salvador de Guardiola,38.61671469740634
2020,082628,Sant Vicenç de Castellet,educació superior,total,població de 25 a 64 anys,,1630,34090808262,Sant Vicenç de Castellet,30.213160333642264
2020,082649,Sant Vicenç de Montalt,educació superior,total,població de 25 a 64 anys,,2110,34090808264,Sant Vicenç de Montalt,60.54519368723099
2020,082652,Sant Vicenç de Torelló,educació superior,total,població de 25 a 64 anys,,495,34090808265,Sant Vicenç de Torelló,43.04347826086957
2020,082634,Sant Vicenç dels Horts,educació superior,total,població de 25 a 64 anys,,5225,34090808263,Sant Vicenç dels Horts,32.574812967581046
2020,431384,Santa Bàrbara,educació superior,total,població de 25 a 64 anys,,515,34094343138,Santa Bàrbara,25.879396984924625
2020,082439,Santa Cecília de Voltregà,educació superior,total,població de 25 a 64 anys,,50,34090808243,Santa Cecília de Voltregà,45.45454545454545
2020,082444,Santa Coloma de Cervelló,educació superior,total,població de 25 a 64 anys,,2405,34090808244,Santa Coloma de Cervelló,52.16919739696312
2020,171805,Santa Coloma de Farners,educació superior,total,població de 25 a 64 anys,,2380,34091717180,Santa Coloma de Farners,32.22748815165877
2020,082457,Santa Coloma de Gramenet,educació superior,total,població de 25 a 64 anys,,17605,34090808245,Santa Coloma de Gramenet,26.51954507795436
2020,431397,Santa Coloma de Queralt,educació superior,total,població de 25 a 64 anys,,525,34094343139,Santa Coloma de Queralt,39.325842696629216
2020,171812,Santa Cristina d'Aro,educació superior,total,població de 25 a 64 anys,,1180,34091717181,Santa Cristina d'Aro,40.41095890410959
2020,082460,Santa Eugènia de Berga,educació superior,total,població de 25 a 64 anys,,420,34090808246,Santa Eugènia de Berga,32.18390804597701
2020,082476,Santa Eulàlia de Riuprimer,educació superior,total,població de 25 a 64 anys,,365,34090808247,Santa Eulàlia de Riuprimer,47.712418300653596
2020,082482,Santa Eulàlia de Ronçana,educació superior,total,població de 25 a 64 anys,,1740,34090808248,Santa Eulàlia de Ronçana,42.07980652962515
2020,082495,Santa Fe del Penedès,educació superior,total,població de 25 a 64 anys,,85,34090808249,Santa Fe del Penedès,42.5
2020,171827,Santa Llogaia d'Àlguema,educació superior,total,població de 25 a 64 anys,,50,34091717182,Santa Llogaia d'Àlguema,23.809523809523807
2020,082508,Santa Margarida de Montbui,educació superior,total,població de 25 a 64 anys,,1180,34090808250,Santa Margarida de Montbui,21.242124212421242
2020,082515,Santa Margarida i els Monjos,educació superior,total,població de 25 a 64 anys,,1265,34090808251,Santa Margarida i els Monjos,29.418604651162788
2020,082589,Santa Maria d'Oló,educació superior,total,població de 25 a 64 anys,,230,34090808258,Santa Maria d'Oló,41.81818181818181
2020,082536,Santa Maria de Besora,educació superior,total,població de 25 a 64 anys,,35,34090808253,Santa Maria de Besora,41.17647058823529
2020,082567,Santa Maria de Martorelles,educació superior,total,població de 25 a 64 anys,,235,34090808256,Santa Maria de Martorelles,47.95918367346938
2020,082554,Santa Maria de Merlès,educació superior,total,població de 25 a 64 anys,,50,34090808255,Santa Maria de Merlès,47.61904761904761
2020,082573,Santa Maria de Miralles,educació superior,total,població de 25 a 64 anys,,30,34090808257,Santa Maria de Miralles,46.15384615384615
2020,082592,Santa Maria de Palautordera,educació superior,total,població de 25 a 64 anys,,2285,34090808259,Santa Maria de Palautordera,42.35403151065802
2020,431401,Santa Oliva,educació superior,total,població de 25 a 64 anys,,440,34094343140,Santa Oliva,23.978201634877383
2020,171848,Santa Pau,educació superior,total,població de 25 a 64 anys,,410,34091717184,Santa Pau,48.23529411764706
2020,082606,Santa Perpètua de Mogoda,educació superior,total,població de 25 a 64 anys,,4985,34090808260,Santa Perpètua de Mogoda,34.284731774415405
2020,082613,Santa Susanna,educació superior,total,població de 25 a 64 anys,,780,34090808261,Santa Susanna,40.20618556701031
2020,081923,Santpedor,educació superior,total,població de 25 a 64 anys,,1905,34090808192,Santpedor,46.29404617253949
2020,431423,Sarral,educació superior,total,població de 25 a 64 anys,,275,34094343142,Sarral,33.13253012048193
2020,171864,Sarrià de Ter,educació superior,total,població de 25 a 64 anys,,1085,34091717186,Sarrià de Ter,36.2876254180602
2020,252017,Sarroca de Bellera,educació superior,total,població de 25 a 64 anys,,35,34092525201,Sarroca de Bellera,50.0
2020,252000,Sarroca de Lleida,educació superior,total,població de 25 a 64 anys,,60,34092525200,Sarroca de Lleida,32.432432432432435
2020,171870,"Saus, Camallera i Llampaies",educació superior,total,població de 25 a 64 anys,,180,34091717187,"Saus, Camallera i Llampaies",39.56043956043956
2020,431439,Savallà del Comtat,educació superior,total,població de 25 a 64 anys,,20,34094343143,Savallà del Comtat,66.66666666666666
2020,431444,"Secuita, la",educació superior,total,població de 25 a 64 anys,,450,34094343144,La Secuita,45.22613065326633
2020,171886,"Selva de Mar, la",educació superior,total,població de 25 a 64 anys,,55,34091717188,La Selva de Mar,45.83333333333333
2020,431457,"Selva del Camp, la",educació superior,total,població de 25 a 64 anys,,1320,34094343145,La Selva del Camp,42.038216560509554
2020,431460,Senan,educació superior,total,població de 25 a 64 anys,,5,34094343146,Senan,25.0
2020,430445,"Sénia, la",educació superior,total,població de 25 a 64 anys,,835,34094343044,La Sénia,26.72
2020,252022,Senterada,educació superior,total,població de 25 a 64 anys,,35,34092525202,Senterada,35.0
2020,250352,"Sentiu de Sió, la",educació superior,total,població de 25 a 64 anys,,90,34092525035,La Sentiu de Sió,40.0
2020,082671,Sentmenat,educació superior,total,població de 25 a 64 anys,,2075,34090808267,Sentmenat,39.26206244087039
2020,171903,Serinyà,educació superior,total,població de 25 a 64 anys,,260,34091717190,Serinyà,41.269841269841265
2020,252043,Seròs,educació superior,total,població de 25 a 64 anys,,265,34092525204,Seròs,24.537037037037038
2020,171910,Serra de Daró,educació superior,total,població de 25 a 64 anys,,60,34091717191,Serra de Daró,54.54545454545454
2020,171925,Setcases,educació superior,total,població de 25 a 64 anys,,45,34091717192,Setcases,45.0
2020,252038,"Seu d'Urgell, la",educació superior,total,població de 25 a 64 anys,,2530,34092525203,La Seu d'Urgell,36.8
2020,082690,Seva,educació superior,total,població de 25 a 64 anys,,865,34090808269,Seva,42.71604938271605
2020,252056,Sidamon,educació superior,total,població de 25 a 64 anys,,155,34092525205,Sidamon,35.63218390804598
2020,171931,Sils,educació superior,total,població de 25 a 64 anys,,1055,34091717193,Sils,30.35971223021583
2020,082704,Sitges,educació superior,total,població de 25 a 64 anys,,10260,34090808270,Sitges,58.69565217391305
2020,170524,Siurana,educació superior,total,població de 25 a 64 anys,,40,34091717052,Siurana,42.10526315789473
2020,082711,Sobremunt,educació superior,total,població de 25 a 64 anys,,15,34090808271,Sobremunt,37.5
2020,252069,"Soleràs, el",educació superior,total,població de 25 a 64 anys,,50,34092525206,El Soleràs,29.411764705882355
2020,431476,Solivella,educació superior,total,població de 25 a 64 anys,,140,34094343147,Solivella,44.44444444444444
2020,252075,Solsona,educació superior,total,població de 25 a 64 anys,,1875,34092525207,Solsona,37.3134328358209
2020,082726,Sora,educació superior,total,població de 25 a 64 anys,,55,34090808272,Sora,47.82608695652174
2020,252081,Soriguera,educació superior,total,població de 25 a 64 anys,,135,34092525208,Soriguera,51.92307692307693
2020,252094,Sort,educació superior,total,població de 25 a 64 anys,,545,34092525209,Sort,44.8559670781893
2020,252108,Soses,educació superior,total,població de 25 a 64 anys,,260,34092525210,Soses,27.659574468085108
2020,082732,Subirats,educació superior,total,població de 25 a 64 anys,,705,34090808273,Subirats,42.08955223880597
2020,252115,Sudanell,educació superior,total,població de 25 a 64 anys,,150,34092525211,Sudanell,31.57894736842105
2020,252120,Sunyer,educació superior,total,població de 25 a 64 anys,,60,34092525212,Sunyer,29.268292682926827
2020,082747,Súria,educació superior,total,població de 25 a 64 anys,,1075,34090808274,Súria,33.59375
2020,171946,Susqueda,educació superior,total,població de 25 a 64 anys,,20,34091717194,Susqueda,36.36363636363637
2020,082763,Tagamanent,educació superior,total,població de 25 a 64 anys,,100,34090808276,Tagamanent,52.63157894736842
2020,082779,Talamanca,educació superior,total,població de 25 a 64 anys,,65,34090808277,Talamanca,59.09090909090909
2020,252154,Talarn,educació superior,total,població de 25 a 64 anys,,185,34092525215,Talarn,49.333333333333336
2020,252167,Talavera,educació superior,total,població de 25 a 64 anys,,55,34092525216,Talavera,42.30769230769231
2020,171959,"Tallada d'Empordà, la",educació superior,total,població de 25 a 64 anys,,135,34091717195,La Tallada d'Empordà,54.0
2020,082785,Taradell,educació superior,total,població de 25 a 64 anys,,1470,34090808278,Taradell,41.17647058823529
2020,431482,Tarragona,educació superior,total,població de 25 a 64 anys,,32905,34094343148,Tarragona,42.49919276719406
2020,252173,Tàrrega,educació superior,total,població de 25 a 64 anys,,3370,34092525217,Tàrrega,34.74226804123711
2020,252189,Tarrés,educació superior,total,població de 25 a 64 anys,,25,34092525218,Tarrés,45.45454545454545
2020,252192,Tarroja de Segarra,educació superior,total,població de 25 a 64 anys,,60,34092525219,Tarroja de Segarra,63.1578947368421
2020,082750,Tavèrnoles,educació superior,total,població de 25 a 64 anys,,100,34090808275,Tavèrnoles,58.82352941176471
2020,082802,Tavertet,educació superior,total,població de 25 a 64 anys,,30,34090808280,Tavertet,54.54545454545454
2020,082819,Teià,educació superior,total,població de 25 a 64 anys,,1935,34090808281,Teià,56.41399416909621
2020,252206,Térmens,educació superior,total,població de 25 a 64 anys,,250,34092525220,Térmens,34.24657534246575
2020,171962,Terrades,educació superior,total,població de 25 a 64 anys,,90,34091717196,Terrades,46.15384615384615
2020,082798,Terrassa,educació superior,total,població de 25 a 64 anys,,48165,34090808279,Terrassa,38.541249899975995
2020,082824,Tiana,educació superior,total,població de 25 a 64 anys,,3195,34090808282,Tiana,64.4803229061554
2020,252213,Tírvia,educació superior,total,població de 25 a 64 anys,,35,34092525221,Tírvia,43.75
2020,252228,Tiurana,educació superior,total,població de 25 a 64 anys,,15,34092525222,Tiurana,42.857142857142854
2020,431495,Tivenys,educació superior,total,població de 25 a 64 anys,,135,34094343149,Tivenys,29.347826086956523
2020,431508,Tivissa,educació superior,total,població de 25 a 64 anys,,320,34094343150,Tivissa,36.36363636363637
2020,082830,Tona,educació superior,total,població de 25 a 64 anys,,1670,34090808283,Tona,36.14718614718615
2020,252234,Torà,educació superior,total,població de 25 a 64 anys,,250,34092525223,Torà,35.97122302158273
2020,082845,Tordera,educació superior,total,població de 25 a 64 anys,,2695,34090808284,Tordera,27.24974721941355
2020,082858,Torelló,educació superior,total,població de 25 a 64 anys,,2750,34090808285,Torelló,34.59119496855346
2020,252249,"Torms, els",educació superior,total,població de 25 a 64 anys,,15,34092525224,Els Torms,25.0
2020,252252,Tornabous,educació superior,total,població de 25 a 64 anys,,140,34092525225,Tornabous,31.818181818181817
2020,252271,"Torre de Cabdella, la",educació superior,total,població de 25 a 64 anys,,270,34092525227,La Torre de Cabdella,61.36363636363637
2020,082861,"Torre de Claramunt, la",educació superior,total,població de 25 a 64 anys,,645,34090808286,La Torre de Claramunt,30.28169014084507
2020,431515,"Torre de Fontaubella, la",educació superior,total,població de 25 a 64 anys,,25,34094343151,La Torre de Fontaubella,41.66666666666667
2020,431520,"Torre de l'Espanyol, la",educació superior,total,població de 25 a 64 anys,,100,34094343152,La Torre de l'Espanyol,30.303030303030305
2020,252265,Torrebesses,educació superior,total,població de 25 a 64 anys,,60,34092525226,Torrebesses,46.15384615384615
2020,431536,Torredembarra,educació superior,total,població de 25 a 64 anys,,3425,34094343153,Torredembarra,37.350054525627044
2020,252287,Torrefarrera,educació superior,total,població de 25 a 64 anys,,1135,34092525228,Torrefarrera,41.1978221415608
2020,259078,Torrefeta i Florejacs,educació superior,total,població de 25 a 64 anys,,145,34092525907,Torrefeta i Florejacs,43.28358208955223
2020,252304,Torregrossa,educació superior,total,població de 25 a 64 anys,,365,34092525230,Torregrossa,30.543933054393307
2020,252311,Torrelameu,educació superior,total,població de 25 a 64 anys,,130,34092525231,Torrelameu,29.213483146067414
2020,082877,Torrelavit,educació superior,total,població de 25 a 64 anys,,335,34090808287,Torrelavit,42.675159235668794
2020,082883,Torrelles de Foix,educació superior,total,població de 25 a 64 anys,,330,34090808288,Torrelles de Foix,24.62686567164179
2020,082896,Torrelles de Llobregat,educació superior,total,població de 25 a 64 anys,,1880,34090808289,Torrelles de Llobregat,53.40909090909091
2020,171978,Torrent,educació superior,total,població de 25 a 64 anys,,35,34091717197,Torrent,38.88888888888889
2020,252326,Torres de Segre,educació superior,total,població de 25 a 64 anys,,290,34092525232,Torres de Segre,19.727891156462583
2020,252332,Torre-serona,educació superior,total,població de 25 a 64 anys,,90,34092525233,Torre-serona,39.130434782608695
2020,171984,Torroella de Fluvià,educació superior,total,població de 25 a 64 anys,,170,34091717198,Torroella de Fluvià,37.77777777777778
2020,171997,Torroella de Montgrí,educació superior,total,població de 25 a 64 anys,,2090,34091717199,Torroella de Montgrí,32.104454685099846
2020,431541,Torroja del Priorat,educació superior,total,població de 25 a 64 anys,,45,34094343154,Torroja del Priorat,52.94117647058824
2020,172001,Tortellà,educació superior,total,població de 25 a 64 anys,,230,34091717200,Tortellà,52.87356321839081
2020,431554,Tortosa,educació superior,total,població de 25 a 64 anys,,6155,34094343155,Tortosa,34.299247701309554
2020,172018,Toses,educació superior,total,població de 25 a 64 anys,,45,34091717201,Toses,52.94117647058824
2020,172023,Tossa de Mar,educació superior,total,població de 25 a 64 anys,,1035,34091717202,Tossa de Mar,30.895522388059703
2020,252347,Tremp,educació superior,total,població de 25 a 64 anys,,1275,34092525234,Tremp,39.351851851851855
2020,172044,Ullà,educació superior,total,població de 25 a 64 anys,,140,34091717204,Ullà,21.53846153846154
2020,082900,Ullastrell,educació superior,total,població de 25 a 64 anys,,585,34090808290,Ullastrell,50.21459227467812
2020,172057,Ullastret,educació superior,total,població de 25 a 64 anys,,70,34091717205,Ullastret,50.0
2020,431567,Ulldecona,educació superior,total,població de 25 a 64 anys,,875,34094343156,Ulldecona,23.364485981308412
2020,431573,Ulldemolins,educació superior,total,població de 25 a 64 anys,,75,34094343157,Ulldemolins,36.58536585365854
2020,172039,Ultramort,educació superior,total,població de 25 a 64 anys,,60,34091717203,Ultramort,57.14285714285714
2020,172060,Urús,educació superior,total,població de 25 a 64 anys,,65,34091717206,Urús,56.52173913043478
2020,082917,Vacarisses,educació superior,total,població de 25 a 64 anys,,1620,34090808291,Vacarisses,41.432225063938624
2020,170144,"Vajol, la",educació superior,total,població de 25 a 64 anys,,10,34091717014,La Vajol,18.181818181818183
2020,172076,"Vall d'en Bas, la",educació superior,total,població de 25 a 64 anys,,820,34091717207,La Vall d'en Bas,48.5207100591716
2020,172082,"Vall de Bianya, la",educació superior,total,població de 25 a 64 anys,,355,34091717208,La Vall de Bianya,48.63013698630137
2020,250432,"Vall de Boí, la",educació superior,total,població de 25 a 64 anys,,335,34092525043,La Vall de Boí,51.14503816793893
2020,259010,Vall de Cardós,educació superior,total,població de 25 a 64 anys,,95,34092525901,Vall de Cardós,45.23809523809524
2020,082922,Vallbona d'Anoia,educació superior,total,població de 25 a 64 anys,,275,34090808292,Vallbona d'Anoia,36.18421052631579
2020,252385,Vallbona de les Monges,educació superior,total,població de 25 a 64 anys,,65,34092525238,Vallbona de les Monges,50.0
2020,082938,Vallcebre,educació superior,total,població de 25 a 64 anys,,55,34090808293,Vallcebre,39.285714285714285
2020,431589,Vallclara,educació superior,total,població de 25 a 64 anys,,20,34094343158,Vallclara,44.44444444444444
2020,252402,Vallfogona de Balaguer,educació superior,total,població de 25 a 64 anys,,405,34092525240,Vallfogona de Balaguer,37.67441860465116
2020,171707,Vallfogona de Ripollès,educació superior,total,població de 25 a 64 anys,,55,34091717170,Vallfogona de Ripollès,50.0
2020,431592,Vallfogona de Riucorb,educació superior,total,població de 25 a 64 anys,,15,34094343159,Vallfogona de Riucorb,33.33333333333333
2020,082943,Vallgorguina,educació superior,total,població de 25 a 64 anys,,835,34090808294,Vallgorguina,47.57834757834758
2020,082956,Vallirana,educació superior,total,població de 25 a 64 anys,,3265,34090808295,Vallirana,38.616203429923125
2020,172095,Vall-llobrega,educació superior,total,població de 25 a 64 anys,,220,34091717209,Vall-llobrega,42.71844660194174
2020,431606,Vallmoll,educació superior,total,població de 25 a 64 anys,,380,34094343160,Vallmoll,37.254901960784316
2020,082969,Vallromanes,educació superior,total,població de 25 a 64 anys,,885,34090808296,Vallromanes,60.204081632653065
2020,431613,Valls,educació superior,total,població de 25 a 64 anys,,4680,34094343161,Valls,34.08594319009468
2020,259062,"Valls d'Aguilar, les",educació superior,total,població de 25 a 64 anys,,50,34092525906,Les Valls d'Aguilar,35.714285714285715
2020,252398,"Valls de Valira, les",educació superior,total,població de 25 a 64 anys,,150,34092525239,Les Valls de Valira,31.57894736842105
2020,431628,Vandellòs i l'Hospitalet de l'Infant,educació superior,total,població de 25 a 64 anys,,1535,34094343162,Vandellòs i l'Hospitalet de l'Infant,41.76870748299319
2020,259097,"Vansa i Fórnols, la",educació superior,total,població de 25 a 64 anys,,25,34092525909,La Vansa i Fórnols,27.77777777777778
2020,082975,Veciana,educació superior,total,població de 25 a 64 anys,,35,34090808297,Veciana,43.75
2020,431634,"Vendrell, el",educació superior,total,població de 25 a 64 anys,,7175,34094343163,El Vendrell,34.028930519326536
2020,172109,Ventalló,educació superior,total,població de 25 a 64 anys,,215,34091717210,Ventalló,45.744680851063826
2020,252424,Verdú,educació superior,total,població de 25 a 64 anys,,195,34092525242,Verdú,42.391304347826086
2020,172116,Verges,educació superior,total,població de 25 a 64 anys,,245,34091717211,Verges,41.17647058823529
2020,431649,Vespella de Gaià,educació superior,total,població de 25 a 64 anys,,75,34094343164,Vespella de Gaià,31.25
2020,082981,Vic,educació superior,total,població de 25 a 64 anys,,9420,34090808298,Vic,35.614366729678636
2020,172121,Vidrà,educació superior,total,població de 25 a 64 anys,,35,34091717212,Vidrà,36.84210526315789
2020,172137,Vidreres,educació superior,total,població de 25 a 64 anys,,1310,34091717213,Vidreres,28.354978354978357
2020,252430,Vielha e Mijaran,educació superior,total,població de 25 a 64 anys,,1375,34092525243,Vielha e Mijaran,38.84180790960452
2020,431652,Vilabella,educació superior,total,població de 25 a 64 anys,,180,34094343165,Vilabella,44.44444444444444
2020,172142,Vilabertran,educació superior,total,població de 25 a 64 anys,,185,34091717214,Vilabertran,35.57692307692308
2020,172155,Vilablareix,educació superior,total,població de 25 a 64 anys,,870,34091717215,Vilablareix,51.02639296187683
2020,082994,Vilada,educació superior,total,població de 25 a 64 anys,,90,34090808299,Vilada,41.86046511627907
2020,172174,Viladamat,educació superior,total,població de 25 a 64 anys,,105,34091717217,Viladamat,42.0
2020,172168,Viladasens,educació superior,total,població de 25 a 64 anys,,55,34091717216,Viladasens,42.30769230769231
2020,083015,Viladecans,educació superior,total,població de 25 a 64 anys,,14350,34090808301,Viladecans,38.06366047745358
2020,083008,Viladecavalls,educació superior,total,població de 25 a 64 anys,,1875,34090808300,Viladecavalls,43.70629370629371
2020,172180,Vilademuls,educació superior,total,població de 25 a 64 anys,,235,34091717218,Vilademuls,50.53763440860215
2020,172207,Viladrau,educació superior,total,població de 25 a 64 anys,,260,34091717220,Viladrau,43.69747899159664
2020,172214,Vilafant,educació superior,total,població de 25 a 64 anys,,910,34091717221,Vilafant,30.63973063973064
2020,083054,Vilafranca del Penedès,educació superior,total,població de 25 a 64 anys,,8440,34090808305,Vilafranca del Penedès,38.35491933651443
2020,252445,Vilagrassa,educació superior,total,població de 25 a 64 anys,,115,34092525244,Vilagrassa,37.704918032786885
2020,172235,Vilajuïga,educació superior,total,població de 25 a 64 anys,,205,34091717223,Vilajuïga,31.060606060606062
2020,431750,Vilalba dels Arcs,educació superior,total,població de 25 a 64 anys,,100,34094343175,Vilalba dels Arcs,31.746031746031743
2020,083067,Vilalba Sasserra,educació superior,total,població de 25 a 64 anys,,165,34090808306,Vilalba Sasserra,38.82352941176471
2020,252458,Vilaller,educació superior,total,població de 25 a 64 anys,,125,34092525245,Vilaller,39.682539682539684
2020,172240,Vilallonga de Ter,educació superior,total,població de 25 a 64 anys,,80,34091717224,Vilallonga de Ter,36.36363636363637
2020,431665,Vilallonga del Camp,educació superior,total,població de 25 a 64 anys,,545,34094343166,Vilallonga del Camp,40.07352941176471
2020,172253,Vilamacolum,educació superior,total,població de 25 a 64 anys,,65,34091717225,Vilamacolum,31.70731707317073
2020,172266,Vilamalla,educació superior,total,població de 25 a 64 anys,,145,34091717226,Vilamalla,22.83464566929134
2020,172272,Vilamaniscle,educació superior,total,població de 25 a 64 anys,,60,34091717227,Vilamaniscle,57.14285714285714
2020,252477,Vilamòs,educació superior,total,població de 25 a 64 anys,,50,34092525247,Vilamòs,43.47826086956522
2020,172288,Vilanant,educació superior,total,població de 25 a 64 anys,,100,34091717228,Vilanant,44.44444444444444
2020,431671,Vilanova d'Escornalbou,educació superior,total,població de 25 a 64 anys,,125,34094343167,Vilanova d'Escornalbou,40.32258064516129
2020,252483,Vilanova de Bellpuig,educació superior,total,població de 25 a 64 anys,,255,34092525248,Vilanova de Bellpuig,43.58974358974359
2020,252496,Vilanova de l'Aguda,educació superior,total,població de 25 a 64 anys,,45,34092525249,Vilanova de l'Aguda,45.0
2020,252542,Vilanova de la Barca,educació superior,total,població de 25 a 64 anys,,215,34092525254,Vilanova de la Barca,33.33333333333333
2020,252509,Vilanova de Meià,educació superior,total,població de 25 a 64 anys,,90,34092525250,Vilanova de Meià,45.0
2020,431687,Vilanova de Prades,educació superior,total,població de 25 a 64 anys,,25,34094343168,Vilanova de Prades,41.66666666666667
2020,083036,Vilanova de Sau,educació superior,total,població de 25 a 64 anys,,85,34090808303,Vilanova de Sau,50.0
2020,252516,Vilanova de Segrià,educació superior,total,població de 25 a 64 anys,,205,34092525251,Vilanova de Segrià,35.96491228070175
2020,083020,Vilanova del Camí,educació superior,total,població de 25 a 64 anys,,1665,34090808302,Vilanova del Camí,23.617021276595747
2020,089024,Vilanova del Vallès,educació superior,total,població de 25 a 64 anys,,1475,34090808902,Vilanova del Vallès,47.65751211631664
2020,083073,Vilanova i la Geltrú,educació superior,total,població de 25 a 64 anys,,16315,34090808307,Vilanova i la Geltrú,43.07590759075908
2020,431690,Vilaplana,educació superior,total,població de 25 a 64 anys,,170,34094343169,Vilaplana,49.275362318840585
2020,431704,Vila-rodona,educació superior,total,població de 25 a 64 anys,,260,34094343170,Vila-rodona,36.87943262411347
2020,172305,Vila-sacra,educació superior,total,població de 25 a 64 anys,,130,34091717230,Vila-sacra,31.70731707317073
2020,252521,Vila-sana,educació superior,total,població de 25 a 64 anys,,150,34092525252,Vila-sana,35.714285714285715
2020,431711,Vila-seca,educació superior,total,població de 25 a 64 anys,,4380,34094343171,Vila-seca,32.601414216598435
2020,082140,Vilassar de Dalt,educació superior,total,població de 25 a 64 anys,,2560,34090808214,Vilassar de Dalt,50.99601593625498
2020,082191,Vilassar de Mar,educació superior,total,població de 25 a 64 anys,,6665,34090808219,Vilassar de Mar,58.77425044091711
2020,172229,Vilaür,educació superior,total,població de 25 a 64 anys,,50,34091717222,Vilaür,66.66666666666666
2020,431726,Vilaverd,educació superior,total,població de 25 a 64 anys,,75,34094343172,Vilaverd,30.0
2020,431732,"Vilella Alta, la",educació superior,total,població de 25 a 64 anys,,25,34094343173,La Vilella Alta,41.66666666666667
2020,431747,"Vilella Baixa, la",educació superior,total,població de 25 a 64 anys,,60,34094343174,La Vilella Baixa,54.54545454545454
2020,172333,Vilobí d'Onyar,educació superior,total,població de 25 a 64 anys,,725,34091717233,Vilobí d'Onyar,38.8739946380697
2020,083041,Vilobí del Penedès,educació superior,total,població de 25 a 64 anys,,265,34090808304,Vilobí del Penedès,45.2991452991453
2020,172327,Vilopriu,educació superior,total,població de 25 a 64 anys,,75,34091717232,Vilopriu,71.42857142857143
2020,252537,"Vilosell, el",educació superior,total,població de 25 a 64 anys,,40,34092525253,El Vilosell,42.10526315789473
2020,431763,Vimbodí i Poblet,educació superior,total,població de 25 a 64 anys,,175,34094343176,Vimbodí i Poblet,36.84210526315789
2020,252555,Vinaixa,educació superior,total,població de 25 a 64 anys,,80,34092525255,Vinaixa,34.04255319148936
2020,431779,Vinebre,educació superior,total,població de 25 a 64 anys,,65,34094343177,Vinebre,28.888888888888886
2020,431785,Vinyols i els Arcs,educació superior,total,població de 25 a 64 anys,,510,34094343178,Vinyols i els Arcs,41.80327868852459
2020,083089,Viver i Serrateix,educació superior,total,població de 25 a 64 anys,,40,34090808308,Viver i Serrateix,50.0
2020,430521,Xerta,educació superior,total,població de 25 a 64 anys,,205,34094343052,Xerta,35.65217391304348
